csv_name,display_name,slug,path,status
Chimecho,Chimecho,chimecho,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\chimecho.png,ok
Absol,Absol,absol,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\absol.png,ok
Glalie,Glalie,glalie,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\glalie.png,ok
Walrein,Walrein,walrein,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\walrein.png,ok
Huntail,Huntail,huntail,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\huntail.png,ok
Gorebyss,Gorebyss,gorebyss,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gorebyss.png,ok
Relicanth,Relicanth,relicanth,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\relicanth.png,ok
Luvdisc,Luvdisc,luvdisc,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\luvdisc.png,ok
Salamence,Salamence,salamence,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\salamence.png,ok
Metagross,Metagross,metagross,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\metagross.png,ok
Regirock,Regirock,regirock,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\regirock.png,ok
Regice,Regice,regice,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\regice.png,ok
Registeel,Registeel,registeel,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\registeel.png,ok
Latias,Latias,latias,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\latias.png,ok
Latios,Latios,latios,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\latios.png,ok
Kyogre,Kyogre,kyogre,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kyogre.png,ok
Groudon,Groudon,groudon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\groudon.png,ok
Rayquaza,Rayquaza,rayquaza,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rayquaza.png,ok
Jirachi,Jirachi,jirachi,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\jirachi.png,ok
Deoxys  Normal Forme,Deoxys (Normal Forme),deoxys-normal,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\deoxys-normal.png,ok
Deoxys  Attack Forme,Deoxys (Attack Forme),deoxys-attack,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\deoxys-attack.png,ok
Deoxys  Defense Forme,Deoxys (Defense Forme),deoxys-defense,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\deoxys-defense.png,ok
Deoxys  Speed Forme,Deoxys (Speed Forme),deoxys-speed,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\deoxys-speed.png,ok
Torterra,Torterra,torterra,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\torterra.png,ok
Infernape,Infernape,infernape,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\infernape.png,ok
Empoleon,Empoleon,empoleon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\empoleon.png,ok
Staraptor,Staraptor,staraptor,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\staraptor.png,ok
Bibarel,Bibarel,bibarel,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bibarel.png,ok
Kricketune,Kricketune,kricketune,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kricketune.png,ok
Luxray,Luxray,luxray,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\luxray.png,ok
Roserade,Roserade,roserade,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\roserade.png,ok
Rampardos,Rampardos,rampardos,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rampardos.png,ok
Bastiodon,Bastiodon,bastiodon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bastiodon.png,ok
Wormadam  Plant Cloak,Wormadam (Plant Cloak),wormadam-plant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\wormadam-plant.png,ok
Wormadam  Sandy Cloak,Wormadam (Sandy Cloak),wormadam-sandy,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\wormadam-sandy.png,ok
Wormadam  Trash Cloak,Wormadam (Trash Cloak),wormadam-trash,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\wormadam-trash.png,ok
Mothim,Mothim,mothim,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mothim.png,ok
Vespiquen,Vespiquen,vespiquen,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\vespiquen.png,ok
Pachirisu,Pachirisu,pachirisu,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pachirisu.png,ok
Floatzel,Floatzel,floatzel,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\floatzel.png,ok
Cherrim,Cherrim,cherrim,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cherrim.png,ok
Gastrodon,Gastrodon,gastrodon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gastrodon.png,ok
Ambipom,Ambipom,ambipom,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ambipom.png,ok
Drifblim,Drifblim,drifblim,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\drifblim.png,ok
Lopunny,Lopunny,lopunny,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lopunny.png,ok
Mismagius,Mismagius,mismagius,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mismagius.png,ok
Honchkrow,Honchkrow,honchkrow,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\honchkrow.png,ok
Purugly,Purugly,purugly,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\purugly.png,ok
Skuntank,Skuntank,skuntank,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\skuntank.png,ok
Bronzong,Bronzong,bronzong,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bronzong.png,ok
Chatot,Chatot,chatot,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\chatot.png,ok
Spiritomb,Spiritomb,spiritomb,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\spiritomb.png,ok
Garchomp,Garchomp,garchomp,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\garchomp.png,ok
Lucario,Lucario,lucario,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lucario.png,ok
Hippowdon,Hippowdon,hippowdon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\hippowdon.png,ok
Drapion,Drapion,drapion,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\drapion.png,ok
Toxicroak,Toxicroak,toxicroak,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\toxicroak.png,ok
Carnivine,Carnivine,carnivine,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\carnivine.png,ok
Lumineon,Lumineon,lumineon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lumineon.png,ok
Abomasnow,Abomasnow,abomasnow,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\abomasnow.png,ok
Weavile,Weavile,weavile,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\weavile.png,ok
Magnezone,Magnezone,magnezone,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\magnezone.png,ok
Lickilicky,Lickilicky,lickilicky,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lickilicky.png,ok
Rhyperior,Rhyperior,rhyperior,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rhyperior.png,ok
Tangrowth,Tangrowth,tangrowth,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tangrowth.png,ok
Electivire,Electivire,electivire,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\electivire.png,ok
Magmortar,Magmortar,magmortar,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\magmortar.png,ok
Togekiss,Togekiss,togekiss,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\togekiss.png,ok
Yanmega,Yanmega,yanmega,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\yanmega.png,ok
Leafeon,Leafeon,leafeon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\leafeon.png,ok
Glaceon,Glaceon,glaceon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\glaceon.png,ok
Gliscor,Gliscor,gliscor,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gliscor.png,ok
Mamoswine,Mamoswine,mamoswine,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mamoswine.png,ok
Porygon-Z,Porygon-Z,porygon-z,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\porygon-z.png,ok
Gallade,Gallade,gallade,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gallade.png,ok
Probopass,Probopass,probopass,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\probopass.png,ok
Dusknoir,Dusknoir,dusknoir,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dusknoir.png,ok
Froslass,Froslass,froslass,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\froslass.png,ok
Rotom,Rotom,rotom,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rotom.png,ok
Rotom  Heat Rotom,Rotom (Heat Rotom),rotom-heat,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rotom-heat.png,ok
Rotom  Wash Rotom,Rotom (Wash Rotom),rotom-wash,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rotom-wash.png,ok
Rotom  Frost Rotom,Rotom (Frost Rotom),rotom-frost,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rotom-frost.png,ok
Rotom  Fan Rotom,Rotom (Fan Rotom),rotom-fan,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rotom-fan.png,ok
Rotom  Mow Rotom,Rotom (Mow Rotom),rotom-mow,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rotom-mow.png,ok
Uxie,Uxie,uxie,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\uxie.png,ok
Mesprit,Mesprit,mesprit,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mesprit.png,ok
Azelf,Azelf,azelf,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\azelf.png,ok
Dialga,Dialga,dialga,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dialga.png,ok
Dialga  Origin Forme,Dialga (Origin Forme),dialga-origin,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dialga-origin.png,ok
Palkia,Palkia,palkia,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\palkia.png,ok
Palkia  Origin Forme,Palkia (Origin Forme),palkia-origin,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\palkia-origin.png,ok
Heatran,Heatran,heatran,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\heatran.png,ok
Regigigas,Regigigas,regigigas,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\regigigas.png,ok
Giratina  Altered Forme,Giratina (Altered Forme),giratina-altered,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\giratina-altered.png,ok
Giratina  Origin Forme,Giratina (Origin Forme),giratina-origin,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\giratina-origin.png,ok
Cresselia,Cresselia,cresselia,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cresselia.png,ok
Phione,Phione,phione,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\phione.png,ok
Manaphy,Manaphy,manaphy,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\manaphy.png,ok
Darkrai,Darkrai,darkrai,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\darkrai.png,ok
Shaymin  Land Forme,Shaymin (Land Forme),shaymin-land,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\shaymin-land.png,ok
Shaymin  Sky Forme,Shaymin (Sky Forme),shaymin-sky,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\shaymin-sky.png,ok
Arceus,Arceus,arceus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\arceus.png,ok
Victini,Victini,victini,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\victini.png,ok
Serperior,Serperior,serperior,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\serperior.png,ok
Emboar,Emboar,emboar,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\emboar.png,ok
Samurott,Samurott,samurott,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\samurott.png,ok
Samurott  Hisuian Samurott,Samurott (Hisuian Samurott),samurott-hisuian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\samurott-hisuian.png,ok
Watchog,Watchog,watchog,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\watchog.png,ok
Stoutland,Stoutland,stoutland,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\stoutland.png,ok
Liepard,Liepard,liepard,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\liepard.png,ok
Simisage,Simisage,simisage,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\simisage.png,ok
Simisear,Simisear,simisear,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\simisear.png,ok
Simipour,Simipour,simipour,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\simipour.png,ok
Musharna,Musharna,musharna,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\musharna.png,ok
Unfezant,Unfezant,unfezant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\unfezant.png,ok
Zebstrika,Zebstrika,zebstrika,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zebstrika.png,ok
Gigalith,Gigalith,gigalith,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gigalith.png,ok
Swoobat,Swoobat,swoobat,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\swoobat.png,ok
Excadrill,Excadrill,excadrill,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\excadrill.png,ok
Audino,Audino,audino,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\audino.png,ok
Conkeldurr,Conkeldurr,conkeldurr,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\conkeldurr.png,ok
Seismitoad,Seismitoad,seismitoad,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\seismitoad.png,ok
Throh,Throh,throh,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\throh.png,ok
Sawk,Sawk,sawk,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sawk.png,ok
Leavanny,Leavanny,leavanny,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\leavanny.png,ok
Scolipede,Scolipede,scolipede,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\scolipede.png,ok
Whimsicott,Whimsicott,whimsicott,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\whimsicott.png,ok
Lilligant,Lilligant,lilligant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lilligant.png,ok
Lilligant  Hisuian Lilligant,Lilligant (Hisuian Lilligant),lilligant-hisuian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lilligant-hisuian.png,ok
Basculin  Red-Striped Form,Basculin (Red-Striped Form),basculin-red-striped,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\basculin-red-striped.png,ok
Krookodile,Krookodile,krookodile,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\krookodile.png,ok
Darmanitan  Standard Mode,Darmanitan (Standard Mode),darmanitan,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\darmanitan.png,ok
Darmanitan  Galarian Standard Mode,Darmanitan (Galarian Standard Mode),darmanitan-galarian-standard,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\darmanitan-galarian-standard.png,ok
Maractus,Maractus,maractus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\maractus.png,ok
Crustle,Crustle,crustle,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\crustle.png,ok
Scrafty,Scrafty,scrafty,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\scrafty.png,ok
Sigilyph,Sigilyph,sigilyph,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sigilyph.png,ok
Cofagrigus,Cofagrigus,cofagrigus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cofagrigus.png,ok
Carracosta,Carracosta,carracosta,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\carracosta.png,ok
Archeops,Archeops,archeops,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\archeops.png,ok
Garbodor,Garbodor,garbodor,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\garbodor.png,ok
Zoroark,Zoroark,zoroark,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zoroark.png,ok
Zoroark  Hisuian Zoroark,Zoroark (Hisuian Zoroark),zoroark-hisuian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zoroark-hisuian.png,ok
Cinccino,Cinccino,cinccino,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cinccino.png,ok
Gothitelle,Gothitelle,gothitelle,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gothitelle.png,ok
Reuniclus,Reuniclus,reuniclus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\reuniclus.png,ok
Swanna,Swanna,swanna,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\swanna.png,ok
Vanilluxe,Vanilluxe,vanilluxe,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\vanilluxe.png,ok
Sawsbuck,Sawsbuck,sawsbuck,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sawsbuck.png,ok
Emolga,Emolga,emolga,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\emolga.png,ok
Escavalier,Escavalier,escavalier,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\escavalier.png,ok
Amoonguss,Amoonguss,amoonguss,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\amoonguss.png,ok
Jellicent,Jellicent,jellicent,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\jellicent.png,ok
Alomomola,Alomomola,alomomola,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\alomomola.png,ok
Galvantula,Galvantula,galvantula,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\galvantula.png,ok
Ferrothorn,Ferrothorn,ferrothorn,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ferrothorn.png,ok
Klinklang,Klinklang,klinklang,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\klinklang.png,ok
Eelektross,Eelektross,eelektross,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\eelektross.png,ok
Beheeyem,Beheeyem,beheeyem,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\beheeyem.png,ok
Chandelure,Chandelure,chandelure,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\chandelure.png,ok
Haxorus,Haxorus,haxorus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\haxorus.png,ok
Beartic,Beartic,beartic,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\beartic.png,ok
Cryogonal,Cryogonal,cryogonal,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cryogonal.png,ok
Accelgor,Accelgor,accelgor,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\accelgor.png,ok
Stunfisk,Stunfisk,stunfisk,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\stunfisk.png,ok
Stunfisk  Galarian Stunfisk,Stunfisk (Galarian Stunfisk),stunfisk-galarian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\stunfisk-galarian.png,ok
Mienshao,Mienshao,mienshao,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mienshao.png,ok
Druddigon,Druddigon,druddigon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\druddigon.png,ok
Golurk,Golurk,golurk,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\golurk.png,ok
Bouffalant,Bouffalant,bouffalant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bouffalant.png,ok
Braviary,Braviary,braviary,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\braviary.png,ok
Braviary  Hisuian Braviary,Braviary (Hisuian Braviary),braviary-hisuian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\braviary-hisuian.png,ok
Mandibuzz,Mandibuzz,mandibuzz,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mandibuzz.png,ok
Heatmor,Heatmor,heatmor,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\heatmor.png,ok
Durant,Durant,durant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\durant.png,ok
Hydreigon,Hydreigon,hydreigon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\hydreigon.png,ok
Volcarona,Volcarona,volcarona,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\volcarona.png,ok
Cobalion,Cobalion,cobalion,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cobalion.png,ok
Terrakion,Terrakion,terrakion,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\terrakion.png,ok
Virizion,Virizion,virizion,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\virizion.png,ok
Tornadus  Incarnate Forme,Tornadus (Incarnate Forme),tornadus-incarnate,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tornadus-incarnate.png,ok
Tornadus  Therian Forme,Tornadus (Therian Forme),tornadus-therian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tornadus-therian.png,ok
Thundurus  Incarnate Forme,Thundurus (Incarnate Forme),thundurus-incarnate,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\thundurus-incarnate.png,ok
Thundurus  Therian Forme,Thundurus (Therian Forme),thundurus-therian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\thundurus-therian.png,ok
Reshiram,Reshiram,reshiram,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\reshiram.png,ok
Zekrom,Zekrom,zekrom,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zekrom.png,ok
Landorus  Incarnate Forme,Landorus (Incarnate Forme),landorus-incarnate,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\landorus-incarnate.png,ok
Landorus  Therian Forme,Landorus (Therian Forme),landorus-therian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\landorus-therian.png,ok
Kyurem,Kyurem,kyurem,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kyurem.png,ok
Kyurem  White Kyurem,Kyurem (White Kyurem),kyurem-white,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kyurem-white.png,ok
Kyurem  Black Kyurem,Kyurem (Black Kyurem),kyurem-black,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kyurem-black.png,ok
Keldeo  Ordinary Form,Keldeo (Ordinary Form),keldeo,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\keldeo.png,ok
Meloetta  Aria Forme,Meloetta (Aria Forme),meloetta-aria,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\meloetta-aria.png,ok
Genesect,Genesect,genesect,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\genesect.png,ok
Chesnaught,Chesnaught,chesnaught,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\chesnaught.png,ok
Delphox,Delphox,delphox,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\delphox.png,ok
Greninja,Greninja,greninja,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\greninja.png,ok
Diggersby,Diggersby,diggersby,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\diggersby.png,ok
